,battery_power,clock_speed,fc,int_memory,n_cores,pc,ram,talk_time,px_area,sc_area,m_dep,mobile_wt,price_range
0,0.01167705657235421,0.02315543179696656,0.0029384071321837896,0.003426707395705382,0.007288647161764779,0.003129645194045355,0.019472916648137183,0.028160202831572917,0.0002275428625005276,0.010569205316322177,0.018819969800246028,0.023776273639542933,0.013306746400929985
1,0.014159471211845189,0.005262598135674218,0.0,0.02594507028176932,0.010932970742647168,0.009388935582136066,0.02009935021626086,0.010374811569526864,0.0270754937592063,0.00855602335130843,0.021956631433620366,0.017199857526477867,0.019960119601394977
2,0.007807818111918552,0.005262598135674218,0.005876814264367579,0.02007071474627438,0.018221617904411947,0.009388935582136066,0.019885446071047898,0.01333904344653454,0.03261610226456968,0.0036908336025252048,0.028229954700369042,0.018338083392200666,0.019960119601394977
3,0.008528966498809786,0.02631299067837109,0.0,0.004895296279579117,0.021865941485294336,0.014083403373204099,0.02115359207481046,0.016303275323542216,0.03268334178240383,0.021473940960146647,0.025093293066994708,0.016567509823298535,0.019960119601394977
4,0.025254061779402634,0.012630235525618122,0.03819929271838927,0.021539303630148113,0.007288647161764779,0.021907516358317485,0.010779241031981784,0.022231739077557565,0.0220333726729876,0.002684242620018331,0.018819969800246028,0.0178322052296572,0.013306746400929985
5,0.025781054831361613,0.005262598135674218,0.008815221396551368,0.010769651815074057,0.0036443235808823896,0.010953758179158743,0.008151275819365388,0.014821159385038377,0.024990827920249748,0.0028520077837694766,0.021956631433620366,0.020741004664282133,0.013306746400929985
6,0.025254061779402634,0.01789283366129234,0.011753628528735158,0.004895296279579117,0.029154588647059117,0.015648225970226776,0.024598976699490675,0.02667808689306908,0.0058369258970720666,0.01744757703011915,0.025093293066994708,0.017579266148385467,0.02661349280185997
7,0.027098537461259058,0.005262598135674218,0.0,0.01174871107098988,0.014577294323529558,0.0,0.00534760363032406,0.007410579692519188,0.008853223247004655,0.008052727860054992,0.025093293066994708,0.023649804098907067,0.0066533732004649924
8,0.020039604212650636,0.005262598135674218,0.0,0.02594507028176932,0.025510265066176728,0.021907516358317485,0.008395737699608774,0.029642318770076753,0.004856294415176605,0.0028520077837694766,0.021956631433620366,0.022005700070640802,0.0066533732004649924
9,0.007058933248608424,0.006315117762809061,0.005876814264367579,0.004405766651621205,0.018221617904411947,0.023472338955340163,0.003919029517651776,0.017785391262046053,0.020943695187012848,0.03187538111271768,0.0031366616333743384,0.0117616672791356,0.0066533732004649924
10,0.010664675183064593,0.030523069186910463,0.0,0.004405766651621205,0.018221617904411947,0.0015648225970226776,0.030145205607512486,0.010374811569526864,0.0032619292680366643,0.0016776516375114567,0.0031366616333743384,0.023017456395727734,0.02661349280185997
11,0.021079722078359144,0.02315543179696656,0.014692035660918947,0.016154477722611086,0.029154588647059117,0.028166806746408198,0.02922847355659979,0.019267507200549892,0.002283780892775633,0.021138410632644353,0.01568330816687169,0.0223851086925484,0.02661349280185997
12,0.02517085235014595,0.029470549559775617,0.005876814264367579,0.016154477722611086,0.014577294323529558,0.02660198414938552,0.011321640828771795,0.0029642318770076756,0.006832847296183172,0.0,0.018819969800246028,0.0201086569611028,0.013306746400929985
13,0.011136195282185785,0.022102912169831717,0.020568849925286528,0.008322003675284498,0.014577294323529558,0.017213048567249454,0.020473682470383545,0.005928463754015351,0.0074547375904934765,0.0011743561462580197,0.03136661633374338,0.0250409690459016,0.019960119601394977
14,0.025878132498827738,0.005262598135674218,0.03819929271838927,0.025455540653811407,0.0036443235808823896,0.02660198414938552,0.0028495087915869632,0.004446347815511513,0.003016267251670354,0.021138410632644353,0.021956631433620366,0.023396865017635333,0.0066533732004649924
15,0.010747884612321274,0.010525196271348436,0.008815221396551368,0.022518362886063938,0.007288647161764779,0.02503716155236284,0.004339198374320094,0.016303275323542216,0.02418046230782062,0.04278011675654215,0.021956631433620366,0.0201086569611028,0.0066533732004649924
16,0.011621583619516424,0.005262598135674218,0.0029384071321837896,0.006363885163452852,0.029154588647059117,0.00625929038809071,0.027150547574531014,0.028160202831572917,0.027395438286769873,0.01509886473760311,0.0031366616333743384,0.02478802996462987,0.02661349280185997
17,0.00825160173462085,0.009472676644213593,0.020568849925286528,0.011259181443031969,0.010932970742647168,0.02660198414938552,0.02866315545853696,0.02667808689306908,0.005375700126574965,0.0033553032750229133,0.0031366616333743384,0.015302814416939868,0.02661349280185997
18,0.015684977414884338,0.005262598135674218,0.03232247845402168,0.023986951769937672,0.018221617904411947,0.028166806746408198,0.014018360945206643,0.023713855016061405,0.00869424422587664,0.04143799544653298,0.018819969800246028,0.012773423604222534,0.013306746400929985
19,0.009458138458842722,0.005262598135674218,0.011753628528735158,0.009301062931200322,0.014577294323529558,0.017213048567249454,0.017853356691524755,0.02667808689306908,0.014443072509385342,0.0018454168012626024,0.03136661633374338,0.015302814416939868,0.013306746400929985
20,0.010706279897692935,0.01157771589848328,0.03526088558620547,0.019091655490358555,0.025510265066176728,0.021907516358317485,0.021535563762690748,0.004446347815511513,0.036662031067317156,0.04278011675654215,0.025093293066994708,0.0102440327915052,0.02661349280185997
21,0.023700819099944592,0.022102912169831717,0.0029384071321837896,0.006363885163452852,0.007288647161764779,0.003129645194045355,0.025080261026219842,0.022231739077557565,0.02030112738654674,0.0028520077837694766,0.03136661633374338,0.0197292483391952,0.02661349280185997
22,0.027029196270211824,0.027365510305505936,0.011753628528735158,0.023007892514021848,0.014577294323529558,0.010953758179158743,0.01094730857464911,0.029642318770076753,0.005034747011971,0.009227084006313013,0.009409984900123014,0.025167438586537468,0.013306746400929985
23,0.02221691761153378,0.029470549559775617,0.011753628528735158,0.018602125862400645,0.010932970742647168,0.03129645194045355,0.007922092806637214,0.029642318770076753,0.005526161339490327,0.009394849170064157,0.021956631433620366,0.0144175276324888,0.0066533732004649924
24,0.006975723819351743,0.012630235525618122,0.014692035660918947,0.003916237023663294,0.010932970742647168,0.02034269376129481,0.019732657395895782,0.017785391262046053,0.003765969816563792,0.0,0.012546646533497354,0.0140381190105812,0.013306746400929985
25,0.013327376919278381,0.014735274779887808,0.0,0.027903188793600965,0.029154588647059117,0.004694467791068033,0.021252904713659336,0.010374811569526864,0.0062799121206544425,0.0271779565276856,0.018819969800246028,0.0144175276324888,0.019960119601394977
26,0.007197615630702892,0.0168403140341575,0.020568849925286528,0.024966011025853496,0.014577294323529558,0.029731629343430876,0.028747189229870625,0.005928463754015351,0.005338679264025276,0.002684242620018331,0.009409984900123014,0.0166939793639344,0.02661349280185997
27,0.013258035728231147,0.005262598135674218,0.0029384071321837896,0.02007071474627438,0.025510265066176728,0.009388935582136066,0.025103179327492658,0.017785391262046053,0.008266863951263382,0.022816062270155812,0.03136661633374338,0.018085144310928933,0.02661349280185997
28,0.02015055011832621,0.0168403140341575,0.03526088558620547,0.025455540653811407,0.007288647161764779,0.028166806746408198,0.018128376306798564,0.014821159385038377,0.0036893998374366303,0.0016776516375114567,0.009409984900123014,0.0121410759010432,0.019960119601394977
29,0.011801870716239232,0.005262598135674218,0.008815221396551368,0.010280122187116145,0.018221617904411947,0.010953758179158743,0.0036516493361355724,0.014821159385038377,0.02225725859662651,0.014092273755096236,0.012546646533497354,0.025293908127173335,0.0066533732004649924
30,0.021897948132716505,0.005262598135674218,0.0,0.0024476481397895586,0.025510265066176728,0.014083403373204099,0.026982480031863685,0.017785391262046053,0.03553945618071898,0.03137208562146424,0.006273323266748677,0.011129319575956267,0.02661349280185997
31,0.02174539751241259,0.005262598135674218,0.047014514114940634,0.016154477722611086,0.029154588647059117,0.03129645194045355,0.0038808323488637463,0.008892695631023026,0.004064800413169148,0.0008388258187557283,0.03136661633374338,0.018970431095380002,0.0066533732004649924
32,0.018292206198260337,0.009472676644213593,0.008815221396551368,0.02007071474627438,0.0036443235808823896,0.028166806746408198,0.017013018978188115,0.004446347815511513,0.001473610919051036,0.01509886473760311,0.028229954700369042,0.013532240848037733,0.013306746400929985
33,0.018167392054375314,0.02315543179696656,0.0,0.024966011025853496,0.014577294323529558,0.0,0.0293736227979943,0.017785391262046053,0.005140512305466615,0.0,0.018819969800246028,0.012646954063586667,0.02661349280185997
34,0.008931145406883743,0.028418029932640778,0.0,0.010769651815074057,0.029154588647059117,0.004694467791068033,0.009640965402098519,0.022231739077557565,0.004123326484086115,0.002013181965013748,0.021956631433620366,0.019855717879831068,0.0066533732004649924
35,0.010054472701848935,0.013682755152752968,0.047014514114940634,0.0293717776774747,0.029154588647059117,0.02660198414938552,0.01012988916258529,0.022231739077557565,0.021315077644736925,0.006710606550045827,0.012546646533497354,0.020235126501738667,0.013306746400929985
36,0.008168392305364168,0.0242079514241014,0.0029384071321837896,0.029861307305432613,0.014577294323529558,0.015648225970226776,0.016142123529821056,0.0029642318770076756,0.005261702958357935,0.015266629901354255,0.018819969800246028,0.020235126501738667,0.013306746400929985
37,0.02392271091129574,0.0168403140341575,0.017630442793102736,0.00293717776774747,0.007288647161764779,0.028166806746408198,0.026195618354830287,0.005928463754015351,0.011978551551885415,0.00503295491253437,0.01568330816687169,0.015049875335668135,0.02661349280185997
38,0.010955908185462977,0.02105039254269687,0.047014514114940634,0.005384825907537028,0.021865941485294336,0.02660198414938552,0.02420936557785278,0.0029642318770076756,0.003812095403439726,0.001006590982506874,0.009409984900123014,0.011002850035320401,0.019960119601394977
39,0.007766213397290211,0.005262598135674218,0.044076106982756845,0.024476481397895586,0.007288647161764779,0.03129645194045355,0.01642478257885247,0.016303275323542216,0.03514911181778653,0.036237275370247464,0.009409984900123014,0.0201086569611028,0.019960119601394977
40,0.018680516868124847,0.030523069186910463,0.014692035660918947,0.021539303630148113,0.0036443235808823896,0.021907516358317485,0.018976353453892807,0.016303275323542216,0.006315789249239182,0.006039545895041244,0.018819969800246028,0.0166939793639344,0.019960119601394977
41,0.022827120092749443,0.0242079514241014,0.023507257057470317,0.02007071474627438,0.007288647161764779,0.015648225970226776,0.025508069316645766,0.028160202831572917,0.05015423927615796,0.03019772947520622,0.006273323266748677,0.023396865017635333,0.02661349280185997
42,0.017376902476436848,0.005262598135674218,0.014692035660918947,0.0024476481397895586,0.007288647161764779,0.029731629343430876,0.014346856596783692,0.005928463754015351,0.007360379538385122,0.0,0.006273323266748677,0.019223370176651735,0.013306746400929985
43,0.02296580247484391,0.010525196271348436,0.014692035660918947,0.016644007350568996,0.010932970742647168,0.010953758179158743,0.012444637591139849,0.02074962313905373,0.019282150718563228,0.03019772947520622,0.0031366616333743384,0.020993943745553866,0.013306746400929985
